text,Sentiment_label
"Watch live: NASA cameras as artemis 2 crew flies toward the moon.

Cbs news 452 watching. 

See the world is to busy to give a shit. Thanks for wasting money though. Government contractors need the jobs.",
@BSibrel73766 I don’t want to hear anything more from you about the Van Allen radiation belt or the moon.  Admitting you were wrong is the only way to save yourself from humiliation now #artemis #artemisII #moonshot,
@elonmusk Elon- any comments on the progress of Artemis 2? How is it the inside of Orion still looks like it’s a 1980’s messy design while Dragon looks as if it’s a set on a SciFi movie?,S
"Seeing the Moon through the docking hatch… Artemis II isn’t just passing milestones — it’s reconnecting humanity with the place where our next chapter begins, now already closer to the Moon than Earth.
History outside the window.
#ArtemisII #NASA #MoonMission #Spaceboosters 🚀🇬🇧",
"Just heard NASA say Artemis 2 crew seeing parts of moon never seen before. What? Have they forgotten Apollo 8, 10-17?  They orbited the moon too so presumably saw the same view?",
#Nasa #Artemis2 may be shocked to see this q there https://t.co/9D2wSLo0a5,
LIVE NASA Artemis 2 Orion Closest Approach to the Moon https://t.co/IUwAH0eWTa via @YouTube,
@NASA Will the Artemis 2 Astronauts be able to enjoy Easter in space?,
how much does the guy get paid that empties out all the piss and shit from Artemis 2 when they get back @grok,
Could it be Artemis 2? 🤔,
@CuriosityonX That's not the image from Artemis 2. Come on.,
"History keeps moving outward — and Christina Koch just pushed the boundary again.
Farthest any woman has ever travelled from Earth… and she’s only getting started.
Humanity’s deep‑space era has a new marker on the map.
#ChristinaKoch #Artemis #ArtemisII #Spaceboosters 🚀🚀🇬🇧",
"BREAKING: Speculation and rumors about President Trump being taken to Walter Reed Hospital are false

instead of trump  go  at the moon as a nasa artemis 2 astronaut for establish peace on moon..",
"#ArtemisII is already half way to the moon #NASA . But that jealous Space owner is making sure, it is not well promoted or suppressing the news on his personal platform. #ElonMusk and he talks abt freedom of speech. 🤡",
The Urine Spacecraft #nasaartemis #artemis2,
I wanna know who keeps breaking the shitter on Artemis 2,
"ARTEMIS 2 - The APRIL FOOLS lunar excursion. Top-shelf report. 

https://t.co/yhMsPy7dJj",
"Oh no, there's a loo blockage on #Artemis2 ☹️🚽🧻🪠",
@MichaelSauve72 @RjNol He is still busy defending the Star Artemis 2 🤣😂🤣,
"NASA has revealed the trajectory of Artemis-2: in 10 days, the crew will fly more than 800,000 km and orbit the Moon",
"@MmisterNobody What day did Artemis 2 take off 🤔 

🥁🥁🥁🥁

April 1st.....",C
@teameffujoe @CuriosityonX @gsd_chris Both are African. The Artemis 2 image was taken with a long exposure at night and the Apollo one was taken on the day side of earth.,
"The most recent ""visit"" with the #ArtemisII astronauts via live downlink just concluded.  It was good to hear about each astronaut's video visit with family back on Earth.  Our fearless space explorers look (and sound) great!!  👍👍👍👍 Closer and closer now ...",
"@Polymarket Artemis 2 hits a… pee problem
CCU activated to control the urine-air interface...space toilets really are a whole other level",
@parismov did u see Artemis 2,
"The Artemis 2 Orion crew module is now just 102K miles away from the moon. 

Just being here for this piece of history is an amazing feeling, but the Artemis 4 landing in 2028 and China’s Chang’e program arriving ‘before 2030’ will be honestly two of the most amazing moments.",
"@NASA @astro_reid Incredible perspective from our Artemis II heroes. Days blur in space, but Earth’s beauty never does. Pure American excellence pushing humanity forward. 🇺🇸🚀 #ArtemisII",
"The Saudi Space Agency (SSA) announced today the success of the launch and communication with the Saudi satellite ""Shams"", which was launched aboard the Space Launch System (SLS) within the ""Artemis 2"" mission, thereby registering the kingdom's presence as the first Arab country to launch a space mission within the historic ""Artemis"" program",
"@nypost The broken toilet on Artemis 2 perfectly illustrates why this entire endeavor feels absurd. It’s a prime example of massive taxpayer waste,spending billions to produce hardware that still results in basic failures, highlighting the inefficiency of the traditional aerospace model",S
@ElectronicsbyJH Nothing in particular.  Just trying to rx Artemis 2 when facing their direction probably.,
"@RKLBMan For $SIDU :
1. Review CEO background and how government contracts are awarded.
2. Review how they supplied parts for Artemis 2 and other space ventures.
3. Zero debt, $43 million cash.
4. Review their manufacturing certifications and other hard to get certifications for space",
Artemis 2 isn’t coming back and don’t be scared of the Aliens. You are an Alien,
"If you're wondering what science will be done as the #ArtemisII crew fly around the Moon, check out this great article that features interviews with the science team supporting this mission.",
@SelectWomanTaft Really enjoyed ep. 12...Especially with Artemis 2 dodging asteroids during this week.,
"I think Elon is staying silent because he understands the high risks NASA took with Artemis 2.

They launched despite the Orion heat shield showing serious damage and char loss during Artemis 1 — a problem that could cause catastrophic failure during the extreme re-entry. They're also flying during solar maximum, accepting elevated radiation exposure and the real risk of dangerous solar particle events beyond Earth's magnetic field.

Four brave astronauts are basically playing Russian roulette with these known issues, largely due to schedule and political pressure. I really hope they return safely to Earth. Elon probably wouldn't fly a crew on hardware with these potential catastrophe risks.

#Artemis2",
@LawPathway @Keanureeve6rx5 Thank you for your kind words. I try to stay safe and sound. We live in most exciting times. I follow closely the Artemis 2 flying to the Moon. An incredible event and a counter for all the wars going on in our beautiful world. My energy is not enough to change things. A pity.,
"@Dad_2_The_Bone I mean Artemis 2 obviously has a galley spot which is essentially a kitchen, so their joke falls flat. Now, if they showed the video of her making space sandwiches for the male crew that shit would be be fire. 🔥",
I just saw project Hail Mary and now I’m like super invested in the Artemis 2 stuff,
"@h4ckys4ck Artemis 2 is due back on April 10th the day before Lisa Stanfield's 60th birthday, coincidence? ....yeah, probably",
"them four cheering on each other answering interview questions during the public affairs event right now, like the group of friends they are… i love them omg 🥹 #ArtemisII #NASA",
@thebigreidshow NASA astronauts in space right now on the Artemis 2 rocket woke up to Pink Pony Club by Chappell Roan today.,
"@astro_Pettit Space: the final frontier. These are the voyages of the Artemis-2. Its 10-day mission: to explore around the Moon, to seek out a future permanent lunar base, to boldly go where no man has gone before (aka, a Collapsable Contingency Urinal).",
"get her hair outta my boy face, mayne...
#ArtemisII",
Artemis II crew and NASA just AURA farming at this point #artemis2,
it must feel so wild being in a spacecraft between earth &amp; the moon and doing interviews with news channels #artemis2,
@JaysHardo Should’ve put him on Artemis 2.,
Behold These Breathtaking Views of Earth Captured by the Artemis 2 Astronauts https://t.co/NzXx0bR1fK,
@AntiFeminismAU her body count went higher than Artemis 2,
@missdarnyl @NASA Intern controlling the Artemis 2 sound systems😭😭😭,
"@FrontGrid101 He would’ve already been on Artemis 2, but he had to go skiing",
@McNasty Artemis 2 itself is revealing how fk up our society is. These idiots are walking among us every day out there.,
"@SanAnChip @forallcurious Notice something in the real photo? The suns not there, in the Artemis 2 photos the sun is there. And you think the cameras are going to be exposed to the stars? If that was the case then you wouldn’t be able to make out the moon, it  would look like a white ball.",C
Artemis II crew already halfway to lunar flyby—first humans beyond Earth orbit since Apollo 17. Orion’s Earth views are stunning. Lunar return isn’t coming; it’s happening. https://t.co/OhGha3Gp5o #ArtemisII #MoonMission 🚀,
watching clips of the artemis 2 crew and it's kinda crazy that we can just casually communicate with people who are in SPACE. technology is amazing,
@TheRealMarkLevy @iranianwario @WisconsinFix crew on the artemis 2 mission confirming it now,
So captivated by the Artemis 2 mission #Artemis2 #NASA #Space,
I’d say about 20% of the comms we’ve heard for Artemis 2 have been about something involving the toilet,
"@JOKAQARMY1 @jimmy_gable This is the Artemis 2 crew and that’s the black African American astronaut, they made a special suit to accommodate his huge 🐓 😁",
@yasminesummanx period to keep the footage live. Testing systems like 020 is the entire point of Artemis 2.,
"Skelly btw, chronically online, you just know he sees all those yarns about how his ball carrying is as solid as the artemis 2 engine, cos he holds on to the ball too much, then tries the carry gimmick. Smh",
"So was hoping our first human space flight to the moon on Artemis 2 would be exciting, but there’s about as much video footage of Bigfoot so far.",S
Artemis 2 LIVE: Artemis 2 astronauts report 'burning smell' from Orion toilet | Space https://t.co/WVDF1VMUNn,
"@creepydotorg If they use diapers, then way is there a leaky toilet on Artemis 2?",
@Polymarket Did @LMSpace outsource the design of Artemis 2 to India? They don't have a great track record with toilets in India.,
"@NayanUnfiltered @elonmusk Mr Musk when are you going to give us a real lunch of a spaceship that actually looks like we are  progressing unlike the Artemis 2 program and take us to the moon, Mars and beyond",S
"Impressive demo of your local multimodal cognitive load engine. It flags real-time signals like head motion spikes and mouth asymmetry on Trump's ""good evening"" opener—classic stress/deception markers—while transcribing the NASA Artemis 2 shoutout flawlessly. 100% on-device, zero cloud dependency. Solid tech for deep video forensics. Keep building!",
"The Masons =33
Masonic=33
NASA=33
Astronaut=33
Journalist=33
Actor=33
A rocket = 33
Artemis 2 = 33
Crisis actors = 33
A space race = 33
Fake test = 33
To the moon = 33
Dark side = 33
25,000 mph =33
Blatant lie=33
Orange=33
The News=33
Trauma based=33
Mind control=33
Hoax code=33",
@TukiFromKL And California has spent over 50 billion A YEAR on fraud for years!  I'd rather have Artemis 2.,
@Ryley__Delaney Is wanting Little and Heineman  put on Artemis 2 and blasted to the moon overreacting?,
The Artemis 2 fleshlight goes crazy! Thanks for sharing Don!,
The worst thing about Artemis 2 is that it’s brought out all the flat earth moon landing conspiracy nuts.,
one thing this artemis 2 launch has confirmed for me is how genuinely dumb people really are like  👆🤓“oh we could donit in 1969 but now” “they arent actually going to the moon did you see the rocket curve” like omg its actually scary,
"@rawsalerts Artemis 2 space crew are having difficulty with their dildos and condoms in space. How can a crew expect to f’ck each other in front of green screen and make porn videos while sequestered in fake space capsule.

Big question: when will the PERVERTS be allowed to purchase video",
"NASA’s $23M advanced titanium toilet for the Artemis II mission malfunctions a second time

Urine hose problem on Tuesday;  burning smell today

#ArtemisII #NASA",
"Incredible to watch this unfold across so many channels; real time storytelling at its best. Now closer to the Moon than Earth… just take that in. 🌕
Favourite moment so far: those breathtaking views of our planet.

Sharing from NASA 🚀 @NASAArtemis
#ArtemisII",
"Do you want evidence of change?

The world stopped when we visited the moon last time. This time, does the general public even know? 🤔🤔🤔

#FactsMatter #SpaceRules #Artemis2",
"Artemis 2 going to the moon is like driving from Malin Head to Cahersiveen for a wedding and when you get there you circle the hotel, take a few photos and go home.",
"Back in school, I convinced my teacher to let class watch the historic Philae lander deploy from Rosetta mission live. Unforgettable!

Now in uni, doing it again—trying to get the professor to let us tune in as Artemis II approaches the Moon on Monday for lunar flyby #ArtemisII",
@Tgre1776 @HINDUSTAN_PLUSE @NASA Artemis-2 spacecraft is currently 219000km away from Earth. The JWST is around 1 million km away.,
@NASA @astro_reid Even astronauts need a reminder to pause and enjoy the view 😍🌍 #ArtemisII #EarthFromSpace,
@wntrslmbr @NASA @Januki_on_X HAHAHAHAHAHa @grok draw @Januki_on_X singing pink pony club to the Artemis 2 crew,
"@bbanzai44 @thunderf00t What is the development cost of Artemis 2 at this point?
$93B
$4.1B per launch
Starship cost to date? 
$5B 
$100M per launch
After $10B spent there will be a fleet of at least 5 reusable Starships 
The maths is really simple to see why SpaceX is going to dominate for a long time",
Everything about this Picture makes me wanna go to Space 🖖🤩 LLAP #ArtemisII,
@hillofdirt @JoelWard2000 „first IPhone photos released from Artemis 2.“,
"@LangmanVince 1. It's ""Artemis""
2. I'm sorry you hate 'space' and progress of human civilization",
@DailyLoud Sleeping on the Moon sounds harder than rocket science itself 😴🌕🚀 #Artemis2,
At this rate the safest place to be is Artemis 2,
5 Things You May Have Missed During NASA’s Historic Launch of Artemis 2 https://t.co/4cKEIQB2pL a través de @Gizmodo,
"7⃣ TL;DR

Right now — April 4th, 2026 — 4 humans are flying around the Moon.

The first time in 54 years.

We are living through history.

Follow for more space, science, and tech threads. 💡

#Artemis2 #NASA #Space #Science",
@TodayJays Maybe they can take him on Artemis 2 and drop him off on the moon,
"NASA's Artemis II just launched, sending 4 astronauts around the Moon for the first time in over 50 years! A historic step toward returning humans to the lunar surface. The future of space exploration is here. #Artemis2 #NASA #SpaceExploration",
"***cut to a lab with the artemis 2 toilet and 10 engineers debating the issue...***
""OK artemis 2 this is capcom we have engineers on the issue now, standby...""
""Capcom standby? wtf Victor has needed to shit for 3 hours...""
""Ok artemis hear us out on this ok... There is mylar bags in storage compartment 3...""
🏴‍☠️👽🏴‍☠️ 
🏴‍☠️☠️🏴‍☠️",
"@SoxAndStocks @historyinmemes Me too and that's all I could think of while watching the Artemis 2 launch.  Before that, launches had gotten so routine no one really thought about it.",
"OK, which astronaut is toking up in the #Orion bathroom?

#Artemis 2 astronauts — now halfway to the moon — report 'burning smell' from toilet, but everything's fine
https://t.co/TXIqvXSfl0",
"@_MaxQ_ yeah, i will agree with this post once we see evidence of it....and know for sure its artemis 2 footage and not artimes 1",
"1⃣ The crew:

🔸 Reid Wiseman — Commander
🔸 Victor Glover — first person of color to the Moon 🏆
🔸 Christina Koch — first woman to reach the Moon 🏆
🔸 Jeremy Hansen — first Canadian around the Moon 🏆

Historic on every level. #Artemis2",
