text,Sentiment_label
These astronauts love talking in soundbites and cliches #artemis2,S
"No joking. He's gonna slam that flag in the surface of the moon and claim it for America.

Won't be long before the moon base is built and later, anti-space defence systems stop anyone else from trying to take it from them.

#ArtemisII
#NASA
#Space",S
"The are so inspiring with their words and actions for the entire world #ArtemisII

We could learn from Integrity and not just about the moon",E
Artemis 2 captures Milky Way and sea of stars 🚀✨ #nasa #artemis2  #space... https://t.co/mTZSRCDhIe,N
"I'm gonna need my new best friends to stop making me cry.

#NASA #ArtemisII #Integrity",E
Congrats ARTEMIS 2 Crew!!!,E
Cool. Honest. Professional. Unwoke. #ArtemisII,E
"Regardless your views on space, I know it's controversial. 
I fell in love with space with the movie #SpaceCamp 
It's stunning images we've seen, breathtaking. The group from #Artemis2 especially @AstroVicGlover praising #God is beautiful to see as he said, publicly!",E
"@oddeyecircl67 id: Ninushi

Welcome home, Artemis 2 team! Thank you for inspiring a new generation and pushing the boundaries of exploration. Congratulations on a safe and successful mission!

ty for the giveaway! &lt;3",E
My god I love them all 😭 #ArtemisII,E
@NBossTime if someone told me they're the reason artemis 2 happened i would believe them too,
Still scratching my head as to why #Artemis2 never gave off steam or vapours when hitting the ocean after literally being on fire 🔥 min before  . . . @NASA  . .  #CapricornTwo?,C
"Oh boy, the Canadian is speaky da frenchy. #ArtemisII",
"Watching Project Hail Mary and the Artemis 2 mission made me realise place is such a cool space, and we are just a peck in this whole universe.",E
"History in the making! 🚀 Artemis II has officially returned to Earth, marking a massive milestone for lunar exploration. Catch the full breakdown from CTV News Edmonton.

#ArtemisII #CanadaInSpace #EdmontonNews",N
How the hell can you not like the crew of Artemis 2. Good stuff. #nasa,E
"beautiful and emotional speeches from Reid, Victor, Christina and Jeremy 🥹 #ArtemisII",E
"""planet earth... you. are. a. crew."" 

😭😭😭 

#ChristinaKoch #Nasa #Artemis2",E
"""It's been a lot. And this isn't helping."" 😅 #ArtemisII",N
"Christina with a great speech💕. ""Planet earth, you are a crew!"" ❣️ #ArtemisII",E
"christina trying not to cry, i can’t 🥹 

“planet earth, you are a crew” 

#ArtemisII",E
"To all the cultures who can't imagine men and women in such close proximity, where the woman doesn't get attacked and doesn't have to wear a tent to keep men off of her -- this is Western culture. This is America. Learn how to be like this. #ArtemisII",E
Watching golf because I’m tired of Artemis 2.  And I find golf completely boring.,S
