text,Sentiment_label
Artemis 2 Updates And Debunked Theories https://t.co/sumWxRCjjK via @YouTube,N
"@coastal8049 Excellent interview! 

Good luck with your efforts to track and pick up S-band carrier from Artemis 2.",
ARTEMIS 2 ASTRONAUTS ACCIDENTALLY SHOW SOMETHING… THEN HID IT! https://t.co/H1x4k9beh3 via @YouTube,S
Live: 24/7 NASA Artemis 2 spacecraft views and Moon mission updates https://t.co/aX413MTM1E @YouTubeより,N
"Well done guys.

I hope it is realized how meaningless all the wars and strife on that tiny dot truly are!

#artemis2 #artemis #carlsagan #astronomy",N
"History in the making! 🚀 Artemis II has officially surpassed the legendary Apollo 13 record, taking humanity farther into deep space than ever before. 🌕✨

#ArtemisII #NASA #SpaceExploration",N
"A message to the Artemis II crew 🌙
I created a song for you.
A tribute to your courage and journey beyond Earth.
🎵 “We rise… beyond the sky…”
👉 https://t.co/Fl3DPWknfb
If this reaches you—
the world stands with you.
@NASA @NASAArtemis
#ArtemisII #NASA #MoonMission 🚀🌙",E
"The view of a lifetime! 🌕 The Artemis II crew just shared breathtaking photos from their lunar flyby, and the detail is unreal. Our return to the moon feels more real than ever.

#ArtemisII #MoonMission #NASA",E
"The far side of the Moon like you’ve never seen it before. 🌑 Australia’s first look at the stunning new images captured by the Artemis II crew. 🚀

#ArtemisII #Moon #SpaceExploration",N
"The Artemis 2 mission is generating exactly the response you'd expect from the 'truth-seeking community'. It's all fake. It's all CGI. Nobody went to the moon in 1969 and nobody's going now. Case closed.

And maybe they're right. I have my best guesses, but I genuinely don't know for sure. But what I do know is that the speed and certainty with which people dismiss it tells me more about the psychology of the person than it does about the event itself. And that is what I am interested in.

When someone watches a rocket launch and their immediate response is ""fake"" with the same unshakable conviction that the mainstream has when they say ""trust the science""... what exactly is the difference? You've replaced one set of unquestionable conclusions with another.

I thought we were here to ask questions. I thought the whole point was to think critically, hold things loosely, and resist the pull of certainty in either direction. When did ""I can't know for sure"" become taboo when it comes to certain topics?
And what if some of these conspiracy narratives are themselves part of a deeper psychological operation? If you wanted to undermine a civilisation's belief in its own achievements... if you wanted a population to distrust everything it has ever built, created, or accomplished... what better way than to seed the idea that none of it was real?

I'm not telling you what to believe about space or the moon. I'm asking you to notice how you arrived at what you believe... and whether that process looked more like genuine inquiry or like joining another herd that had already decided for you, and who you are not allowed to question.",C
Live: 24/7 NASA Artemis 2 spacecraft views and Moon mission updates https://t.co/daLHx7U4k2 @YouTubeより,N
@_CinemaHub_ @NASA Some people can't use critical thinking skills to realize that Artemis 2 flew further from the moon than Apollo did.,N
i’m crying at the end of the day it’s always been about love and humanity and curiosity and the pursuit for knowledge just because we can #artemisii,E
@artifyber @NASA artemis 2 mentioned,
"NEW: Faith has always gone to space. If anything, it's common.

But the *way* Artemis 2 astronauts are engaging w/faith shows how much it has changed since Apollo 8 astronauts read from Genesis while circling the moon (and were promptly sued for doing so). https://t.co/DMTMTpBYLt",N
I wondered about that. 🤔 😝 #ArtemisII #NASA #Moon,
@maniaUFO That is not Artemis 2,
i’m so obsessed w the artemis 2 crew 🥺,E
"Artemis 2, Ye, Iran. Feels like we are entering into something new.",N
"@KenKirtland17 But they told me ""there's no hype for Artemis 2"" and ""space interest is dead""?? Shocking!",E
@TomatoBubble @LeftwaffenWatch How many Apollo size rockets were sent to the Moon since the last landing in 1972? Only one - Artemis 2. Sending the odd small rocket with just a satellite or lander one-way is cheap as chips compared to sending humans and bringing them back.,N
@Orbital_Perigee Name them after the Artemis 2 crew. Have the cobra be Jeremy because he's the lone Canadian,
@konstructivizm The thing about this photo from Artemis 2 is its actually a photo of the night time side of the earth. With the proper exposure they could get this shot of the night time shot of the earth. You can see the sun light at the edge of the atmosphere on the top left.,N
@StikzAndStonzCC @southernwayjim @AntonioSabatoJr please post said footage...or links of artemis 2 in front of the moon. i can't find any.,N
Congratulations to the crew of #ArtemisII on going beyond where no human has gone before! 👏🏻👏🏻👏🏻👏🏻,E
"Artemis II breaks distance record
NASA’s Artemis II crew has traveled farther from Earth than any humans since Apollo, setting a new record in space exploration.
#NASA #ArtemisII #Space
https://t.co/7ooYdrh0cS",N
@luke_leisher_ It's Artemis 2 that's the subplot lmao,
George McInerney finds this interesting  👍  The Artemis 2 space toilet is actually working fine. But there is another problem  https://t.co/9M9jD7DaVf,N
Obsessed with people schizophrenia posting about Artemis 2,N
@SteveDeaceShow How about you grab a big ol cup of STFU and go finish watching artemis 2 rock around the moon in 4K you fkn weirdo,N
Science News:  The Artemis 2 space toilet is actually working fine. But there is another problem  https://t.co/RLdg1jnkUa https://t.co/y2Wd7SrlD6,N
The Artemis 2 space toilet is actually working fine. But there is another problem  https://t.co/mwWF0qiEWT,
@kylegersper I believe the Artemis 2 photos before I believe the Epstein docs they’ve released.,
The Artemis 2 space toilet is actually working fine. But there is another problem https://t.co/Oe9WB5tgEv,
"LESSONS LEARNED FROM THE ARTEMIS 2 MISSION:
The moon would be a lousy place for a restaurant-it lacks atmosphere. In space, no one should eat beans, never put socks down a space toilet and they have checked and verified-there are no Starbucks on the dark side of the moon. Yet.",
Seriously if you're not amazed following the journey of #ArtemisII are you even human,E
@artifyber Artemis 2 mentioned!!,
I just love this #ArtemisII crew so much!,E
Imagine they Nuke Iran and get photos from space from Artemis 2. That’d be wild.,E
#ArtemisII has made me feel hope again,E
"""Nutella just got the ultimate Space Ad provided by the Artemis 2 crew."" https://t.co/qVa03zXWfy",N
@ianzelbo @ComfortablySmug Artemis 2 mission affects flat earthers the most.,N
@almurray Have you been following the Artemis 2 mission? We'll be tracking Orion from Cornwall in a few hours 📡🛰,N
"RMS velocity of 20°C water molecules is 637 m/s.
At closest approach the Artemis 2 mission had a velocity relative to the Moon of 1403 m/s.

Some small fraction of water molecules (~0.003) will intercept the Moon.",N
"I had a feeling that the timing was right for Artemis 2 this time, no more reschedules. Especially since once again the  ambassador to space is a Canadian actor along with his autistic sounding BFF",N
"Wow astounding #ArtemisII #NASA #astronauts 
#moon",E
Why does everyone say Artemis 2 is the first around the moon? Didn’t Apollo 13 have to do the same out of necessity? Nothing adds up,S
Did yhe Artemis 2 take any pictures of the previous Apollo mission landing area?,N
I feel like a kid again seeing these videos of Artemis 2.,E
These views are stunning! #Artemis2 😲🚀🌕🌎,E
"@plantsofcrowley @light_ofthestar One of the astronauts late wife was named Carroll
 I think she was also in NASA but she never made it to Artemis 2's exploration.

The guy named one of the newly found creators after his wife.",N
@omgyallrhaterz @IRanMediaco Yeah they need to go back and grab a big cup of STFU and finish watching artemis 2 boomerang around the moon 🤣,
"@RobLogic Get the fuck. Yeah, I've seen this almost a decade before Artemis 2 took off.",
@justicecometh Isn’t it a coincidence that Artemis 2 will have been gone for 10days with an underlying theme of darkness 🤷,C
Is that the sun? #ArtemisII,N
@BChungus52 @Marianne4Trump2 @sayitnspinit 128 Billion spent on railway with literally no tracks laid. For reference it only cost 4 billion to get the Artemis 2 around the moon and back. That was Gov Newsome who is the poster-boy of the democrat party. Try again maybe?,S
"When humans become a multi-planetary species, with resources in space being extremely scarce, I’m betting the first generation will wipe itself out before it can say “new frontier”

 #artemis2",N
@dpoddolphinpro Artemis 2 return to the loo.,N
@leeemWK Artemis 2 was positive but seems to be being overshadowed right now,N
"@FoxNews The Italians are thrilled.
Nutella really deserves to be part of the Artemis 2 team.",N
Small world #ArtemisII,N
the artemis 2 mission is so cool i get emotional whenever I look at updates it's so fucking cool,E
"We have images from #artemisII on the way,  3pm @ABC7 with @abc7coleen and @abc7davidono in for  @abc7marccr",N
🌌🚀ARTEMIS 2 LIVE FEED!! (not really...)   No Mans Sky w/ @acreace https://t.co/Lsnsqgogr8,N
"Humans are finally back at the Moon! 🚀 Discover the groundbreaking data and stunning lunar images captured during the historic Artemis II orbit. This mission changes everything for our future in deep space. 🌑✨

#ArtemisII #MoonMission #NASA",E
"jim lovell really said ""hello artemis 2, welcome to my old neighborhood"" 

IM BAWLING",N
"It cost near to 100 Billion for the Artemis 2 Program... Meanwhile, nighas still starving.",S
"So far, the only things Artemis 2 is lacking for the full Kerbal experience are board games and some good old mystery goo.",N
@iamcogs @MLB @Braves It's called The Artemis 2 sammich 🤣,
@NASA Amazing!!! Godspeed! Praying for a safe return to Earth for the Artemis 2 crew o7,E
"""Nutella just got the ultimate Space Ad provided by the Artemis 2 crew."" https://t.co/epJN5PqmV0",N
"""Nutella just got the ultimate Space Ad provided by the Artemis 2 crew."" https://t.co/xSrpOwf7qu",
Does anyone believe the Artemis 2 ? I have some serious questions,S
"""Nutella just got the ultimate Space Ad provided by the Artemis 2 crew."" https://t.co/0Vq2F8vA7b",
How Artemis 2 Commander Reid Wiseman Took His Late Wife Carroll Wiseman's Legacy to the Moon https://t.co/0grmKveRJZ,N
"Absolutely Incredible, Congratulations To Everyone At NASA, And The Artemis-2 Crew.🚀🚀👨‍🚀👨‍🚀🌕🌓🌒🇺🇸🇺🇸",E
nothing like crying in therapy over how much joy &amp; hope &amp; wonder #NASA &amp; #ArtemisII are bringing to you right now. i'm so happy to live in a time where i can feel this happiness over getting to see people going out to space. to love people to the Moon &amp; back.,E
I feel the same thrill with this Artemis 2 mission as I did when they landed on the moon when I was 10 years old now I'm 66 and it still amazes me.,E
"The way so many people on this platform responded to the Artemis 2 mission has convinced me, we need some form of age appropriate physics at every level of schooling.",N
@elonmusk i gave up on Artemis 2 when i saw the first CGI a few days ago. We wait for SpaceX to give us the real show. Thank God for @SpaceX,C
"The hype around the Artemis 2 mission was way bigger than I thought it would be. 

This is just a moon flyby. 

Imagine the scenes when we have boots on the ground in a couple years. 

It will be monumental.",E
"@VikranthJonna total eclipse from artemis 2 in in small moment rare that u see from back of the moon 
what amazing thing its never was suppose to catch in ur mind this look never",E
"Sybil Wilkes delivers critical news on NASA's record-breaking Artemis 2 mission, Iran's diplomatic deadline, and a ZooAmerica incident, plus a Michigan Wolverines victory. https://t.co/wfudPnrggO",N
"@_twilymp3 ahh thank you so much baz ! i get #nervous posting Non-Fandom art here but the new moon images are too gorgeous, besides i think Ray Toro is loving the Artemis 2 mission so he would appreciate this truust",E
"@official_Ukah That’s the 'Overview Effect' in full display. 🌍✨ Seeing our home from the lunar perspective puts every human struggle into a different light. If you were sitting there right now, what would be your first thought looking back at Earth? #ArtemisII #Space",N
Artemis 2 crew coming back to flying rocks mud,N
"At the rate Trump is going, I fear the astronauts on the #ArtemisII won’t have a civilization to come back to.",N
So NASA is answering questions today about the Artemis 2 space mission. The predominant area of interest for reporters? The plugged up toilet. Inspiring. SMH.,S
@XvcKKx2C3kgZoFb The color scheme was inspired by the actual Artemis 2 and the suits of its pilots!,
"What if they find out they can't come back because their country doesn't exist anymore?
#artemis2",
Orbital shots on Artemis 2 are nice.,E
@TheBenj20109998 @InflatorH Yo ahh must've been like the Artemis 2 rocket😭😭,
"Americans wake up! I'm not a conspiracy theorisct by any means. I 😘 ve my life! I'm not going to default it! But the Artemis 2 was a new technology of ICBM weapon with on board drones, satellites, and smaller nuke warheads. We only launched it to prove to our ""enemies"" how great",C
"5/ Apollo 11: a few legendary photos that changed history.

Artemis II: “What if the spacecraft also became an influencer?” 🌍✨📷

The Moon mission got a content team. #NASA #ArtemisII #Apollo11",N
This is one of the best photographs any human has captured truly. #ArtemisII #Artemis,E
"Have you been enthralled in recent weeks by the #ArtemisII voyage?

One way to ensure that our #SpaceProgram has more champions: support fmr. #NASA Chief of Staff @BaleDaltonFL for Congress in #FL07!

https://t.co/1dRrR7dx51

#Artemis #DaytonaBeach #Orlando @gtwhitesides #FlaPol",N
"We regret that our visual search software could not see #ArtemisII when it was not visible.

Because, you know, it was not visible.",
"Best of Artemis 2

https://t.co/CaUygaThg1",
These Artemis 2 photos are insanely beautiful!,E
A historic fact about the Artemis 2 mission many people have overlooked is that the 4 astronauts onboard set a record for being the furthest away from a Waffle House the human race has ever been.,N
"@NASA @NASAArtemis Artemis 2 went the xtra mile well done! Proud of you guy’s 
🙏🙏🙏🙏🙏👌🏽👌🏽👌🏽👌🏽",E
"If I were on Artemis II I would ask to stay up in space at this point. 
#ArtemisII",N
"🌕✨ Humanity just witnessed history! The Moon perfectly eclipsing the Sun from lunar orbit, captured by the Artemis II crew. The glowing corona against the stars is absolutely breathtaking. What an incredible moment for exploration! 🚀🌑

#ArtemisII #MoonEclipse #SpaceExploration #NASA #Artemis",E
"@Troubled_Tau Thank you! Every time I saw news about Artemis 2, I couldn't contain my excitement. That's why I made her a girl!!!",E
@DemetriusRO6 NASA announced the Artemis 2 mission in 2024 after testing on their heat shields. Not even close to the timeframe this all broke out. You are a perfect example of why Kenya's education system is almost bottom of the barrel.,
"@starsleeps How did it feel watching the Artemis 2 crew launch, especially on the first shot as opposed to the several holds that Artemis 1 saw?",
I hate when I forget to pack hair ties. #ArtemisII,
@elonmusk @ElonMusk2m7j Artemis  2 took pictures of the dark side of the moon. Close up revealed a small Winnebago with a corvette behind. Next to the camped Winnebago was a feeble looking Joe Biden jumping up and down with a sign saying “ I was here first”! Thank gawd feeble Joe will not b forgotten.😳,
"@TheCatholicEngr Its even sinpler than that

Artemis 1 = this moon base shit us awesome, let's see if its even viable

Artemis 2 = lets send a few people to do manual corrections of our moon base plan and also see what happens to humans biologically in deep space

Artemis 3+ = moon base yay",N
"You are spot on. 

If NASA is really in space they should show dwarf stars, black holes, the milky way, the forth dimension and alternate reality.

They should even show us heaven to prove Artemis 2 is real.",C
"So Epstein files were so bad we really needed to fake a moon flight &amp; world war 3? 

Artemis 2 has not been announced anywhere.... It was a last minute mission",C
"@TeslaXplored @elonmusk @wholemars Yes, dumbfuck, that was Artemis 1, an UNCREWED lunar orbital flight.  The one NOW is Artemis 2.  Get your moronic head out of your dumbfuck ass.",
artemis 2 mission has me reminiscing abt the caitvi nasa fic,
@IGN Earth looking absolutely unreal from that distance 😭 The 'pale blue dot' hits different every time. Humanity's future is written in these photos🚀🌍  #ArtemisII,E
@UAPWatchers Those bloody Moonkids flashing Artemis 2 with a laser pointer...,
Artemis 2 best images here. Astronauts heading home https://t.co/oKwd22jBWP,N
"To the crew of #artemis2 i wouldn't bother coming back if I were you.
#trump #IranWar‌",
And a lot of the news in America right now is trying to decide if they wanna cover #artemisII or #IranWar‌ shit,
"@NASA Earth news suck. I want more Moon &amp; Space news.

#ArtemisII #NASA #flyby",E
artemis 2 crew are so cool and interesting and brave like “oh sure! we saw the moon yesterday so today we’re having a more relaxed day” while they’re in space. while they’re in a space ship. excuse me???,E
"@RealSamRogers But the sun is behind the earth, which is behind the moon. The dark side of the moon is actually dark the whole time Artemis 2 visited.",C
"@Landonian8 @TheChaosWeeber I don’t have any issues whatsoever with him being on Artemis 2.  Hell, I’m happy for him. It’s just that Canada having built the arm on the shuttle has fuckall to do with the Artemis missions.",
@AVampireTgirl Idk i'm watching the artemis 2 stream,
"Watching the NASA press conference. All the great things happening and some idiot uses the event to plug her band, Chasing Satellites.

This is what I hate about today's young people. Everything is about them all the time. 

#ArtemisII #Artemis2",
The band Chasing Satellites are garbage 💩💩 #nasa #artemis2,
"@NASAArtemis @HackBlackburn Even with our many cultures, races, religions, and conflicts, moments like this remind us that we are one people, one humankind, united by curiosity, exploration, and the shared wonder of our universe.

#ArtemisII",E
Great to see some photos from the Science Evaluation Room at NASA JSC where the bulk of the science team for #ArtemisII had been working. Can’t wait to be in the room for the first Artemis surface mission!!! 🚀,N
Artemis 2 best images here. Astronauts heading home https://t.co/yPyBAVF6aZ,N
"@NASA taught me one thing watching Artemis 2. We need to build a moon base and expand out knowledge. Plus with @elonmusk and @SpaceX I think we have the right people for innovation, the brains, and the fortitude to actually progress into space!",E
@sentdefender Did Artemis 2 just save us ?,
someone let the artemis 2 astronauts know that parx6 is coming and were getting 5 new mvs in the next 5 days,
"The transparency of the #ArtemisII mission in 2026 is a game changer for space exploration. 🌑🛰️

Listening to the crew's feedback live while seeing these HD views of the lunar surface is pure history. We are witnessing the foundation of our multi-planetary future right now. Incredible work by the @NASA team! 🌎✨

What’s your favorite part of the mission so far? Let’s talk below! 👇

https://t.co/5dGDcc89Ro",E
"""Nutella just got the ultimate Space Ad provided by the Artemis 2 crew."" https://t.co/A2SDzUEjjb",
"Someone needs to make one of those “no context spoilers” images memes for the Artemis II mission.

So far I think I would have a jar of Nutella, a crater, MS Outlook, a toilet, and maybe something with the word “albedo”. What would you put on it?

#ArtemisII #NASA #ArtemisMission",
Artemis 2: so you’re telling me that in 1969 we actually landed men on the moon; but in 2026 we can just do a drive by! I smell shite.,C
"@oconist Ehm .....organge felon pdfl is threatening to n*ked Iran, had a call with the Artemis 2 crew and Max Verstappen was seen at a gas station at Nurburg Ring",
"‘Moon joy!’ Artemis 2’s crew sets a distance record, documents lunar far side and heads back toward Earth https://t.co/dxudbLnZit via @GeekWire",N
Artemis 2 in good shape cruising towards the moon https://t.co/LTD37MzSqd via @SpaceNews_Inc,N
"it really is quite something watching mankind reach the furthest parts of our universe whilst simultaneously watching the same mankind preparing to destroy it's own civilisation.

ying &amp; yang. x

#ArtemisII",N
"@NASA These 4 astronauts are lucky to be away from Earth right now as a result of this Moon mission. 
#ArtemisII",
@timruss2 Artemis 2 is classic Trek style competence porn with a little classic Trek style humor mixed in.,
Did NASA Use Augmented Reality To Fake The Artemis 2 Moon Mission? https://t.co/JT3aqYRrdr via @YouTube,C
I wonder if the Artemis 2 astronauts realise we might actually need them to restart human civilisation,
@eccorca Hold on who are these losers on the bottom of the screen bruh why are they watching the Artemis 2 stream in a discord vc😂,
"@cromwell2025 Genuinely? All of it. The Artemis 2 mission, the incredible new photos were are getting from the mission, the fact  that we now have people that have traveled farther from earth than ever before, and the fact that its happening in our lifetime despite all the bs in the world.",E
iron lung project hail mary artemis 2 17776 and i've lowkey been thinking abt buying kerbal space program and rewatching interstellar.,
"I wonder if they played Dark Side of the Moon when they were over the dark side of the moon.    Would’ve been pretty dang cool if they did.

#artemis2

#nasa 

#spacex",
"I tell you something

Those astronauts on Artemis 2 are going to be very confused when they land in a couple days hahah",
@atensnut Actual picture from Artemis 2,
"@Swurv__ is this form artemis 2 ? 
real footage from moon to earth ?",
I don't care about the iPhone Fold — the biggest moment in iPhone history just happened in space https://t.co/N0lmAXS2pv #ArtemisII,
NASA’s Artemis II Crew Flies Around the Moon (Official Broadcast) https://t.co/A76VFIuyUB @YouTubeより #ArtemisII #NASA,N
"@DeputyDawg82022 @FormularWon @LeeHarris Seems like you don't have control of the Straight of Hormuz - something Frump wants, but does't need?? Maybe the same company built the toilets on your carrier and Artemis 2?",
@WhiteHouse @NASA Fuck Artemis 2. Is the Psycho going to follow through with his genocide threat??,
"""Nutella just got the ultimate Space Ad provided by the Artemis 2 crew."" https://t.co/klh4TnMwbj",
@YourMomDave1 @esjesjesj We need to go to the moon and back before we can land on the moon and come back. And we need to land on the moon and come back before we can start work on the lunar colony. Artemis 2 is just as important as every mission to come after. And it's nice PR.,N
Relive Artemis 2's epic moon flyby with these amazing photos https://t.co/0sO7W1ZJJo,N
"@TIME Yes, it's early in the year, but please consider the Artemis 2 crew for People of the Year 2026!",E
The #ArtemisII crew is dining on some very good eats! https://t.co/vI3jRrPAdj,N
Will the Artemis 2 crew be able to see and photograph the mushroom clouds over Iran?,
"@NASA I am a 50""s baby and witnessed some incredible accomplishments. #Artemis 2, you have revived my passion for all things space. I'm counting the days for the next crew on the moon. I also have a crush @astro_reid  😍",E
@rck039 thank you ! all the photos and footage from the artemis 2 journey have been so inspiring,E
"This is what 40 minutes ""off the grid"" looks like. 🌑☀️

While the world waited during the Artemis II communications blackout, the crew was busy witnessing a private solar eclipse from the far side of the moon.

See the incredible images https://t.co/LpGHRW1g7R
#ArtemisII #NASA",N
"@ThomasKundera1 @MJTruthUltra Well that's what I originally thought, which made me think the Earth should appear smaller in the Artemis 2 photo. 

The 1968 photo is of a much larger area, which is not evident against a black background, thus making the Earth look relatively small.

I can probably accept that.",N
"@77TheGreenMan77 @thestoicplumber They said space is void and that's why we can't see the sun from space while Artemis 2 is going through space. However we can see the sun and the moon here on earth.
Am just here to learn",N
"@WhiteHouse I just figured it out.

The Artemis 2 is packed with MERVS and when it re-enters the atmosphere,  it will drop 1000 nukes on Russia, China N. Korea, Pakistan and Sweden.
Why Sweden? Because IKEA is funding Communism. 

This is all Fact",C
@y3naware Artemis 2 wasn't planned to land on the moon. Testing new technology. 3 is when shit start popping,N
Just more coolness from the #Artemis2 mission.,N
Best photo yet! ❤️ #ArtemisII,E
@LeonidasNFT @Cryptolution @dogecoin @pudgypenguins @MustStopMurad @FLOKI @apecoin @BasedBrett @pepecoineth @mogcoin Dog forever 0 o to the moon with #artemis2 #artemisII,
"""Nutella just got the ultimate Space Ad provided by the Artemis 2 crew."" https://t.co/Lk6jLV9tvR",
"A Question XLanders Can You See #Artemis2 with the Naked Eye or Did I just see a #UFO #NASA #MoonLanding #OuterSpace 
#StarTrek #StarWars #UFO",
"“You're on a spaceship called Earth that was created to give us a place to live in the universe, in the cosmos.”

🤯🌏
#NASA #ArtemisII",N
Stay tuned: NASA is about to go live with a mission briefing following yesterday's #ArtemisII lunar flyby https://t.co/IodpuKAfHK,N
That to the moon and back Artemis 2 story just breaks my heart in a good way,E
"@Mr_Considerate If you got anything like a warm fuzzy feeling seeing the artemis 2 earthrise photo, now'd be a good time to dig into that and stay there for a bit.",E
"@a_leandro08 @NASA They trying to pass this off as Artemis 2 photos, but they are from Apollo 8",
"The Artemis 2 ""Dump Epstein files on the moon mission!"" Part 2
#epsteinsfiles #Nasa #elonmusk #artemis",
NASA Artemis 2 LIVE Moon Cam From Orbit https://t.co/78fgphHhy3 via @YouTube,N
"@szcz7863 @MJTruthUltra Thanks, yes I am familiar with distances. However, the Earth appears about half the size in a photo taken in 1968. 

The Artemis 2 photo cannot have been taken from a significantly closer proximity given that the moon is also in the photo. And the moon seems smaller somehow.",C
"The Artemis ""Dump files on the moon mission!""
#epsteinsfiles #artemis2 #nasa",
@independent24PA @NASA There are six different locations of US flags planted.  Most of them probably have been bleached by sunlight.  Artemis 2 was too distant to see them.  We need to land again and go to the six areas if we want to see them.,
@a_leandro08 @NASA These pics are from Apollo 8 not Artemis 2 like they are trying to prove were taken by Artemis.,
"People may suspect that @NASA is lying, but because many people believe their information, it is widely accepted as the truth. 

#nasa
#artemisII",C
@BatmansParlay @AMAZlNGNATURE It does feel different. One of the astronauts on the Artemis 2 said so. And their faces are puffier because our hearts are designed to work against gravity so more blood goes to our heads,N
"@ThomasKundera1 @MJTruthUltra Why would the Earth appear about half the size in a photo taken from lunar surface in 1968, compared to the Artemis 2 photo?",N
"@sidneym42158842 @benjamincowen Me recognizing that Artemis 2 went around the moon isn't opinion, it's fact.",N
"@MattWalshBlog Agree. And this should go for #ArtemisII, too. Waste of time and resources (though many people are too caught up in the current over-hoopla to say so).",S
@Being_Humor The ones on „Artemis-2“ got their lucky lottery ticket! 👍 What a fortune!,E
@digijordan Please tell us where Artemis 2 actually went if you do not believe the mission took place,N
